Date_Time,LWC_Merged,LWC_Gerber,Vis_Rec,LWC_Calc
7/14/2013 12:00:00,0.040,0.040,,
7/14/2013 13:00:00,0.010,0.010,,
7/14/2013 14:00:00,0.010,0.010,,
7/14/2013 15:00:00,0.010,0.010,,
7/14/2013 16:00:00,0.010,0.010,,
7/14/2013 17:00:00,0.010,0.010,,
7/14/2013 18:00:00,0.010,0.010,,
7/14/2013 19:00:00,0.010,0.010,,
7/14/2013 20:00:00,0.110,0.110,,
7/14/2013 21:00:00,0.470,0.470,,
7/14/2013 22:00:00,0.590,0.590,,
7/14/2013 23:00:00,0.210,0.210,,
7/15/2013 00:00:00,0.530,0.530,,
7/15/2013 01:00:00,0.240,0.240,,
7/15/2013 02:00:00,0.080,0.080,,
7/15/2013 03:00:00,0.160,0.160,,
7/15/2013 04:00:00,0.650,0.650,,
7/15/2013 05:00:00,0.700,0.700,,
7/15/2013 06:00:00,0.650,0.650,,
7/15/2013 07:00:00,0.100,0.100,,
7/15/2013 08:00:00,0.010,0.010,,
7/15/2013 09:00:00,0.010,0.010,,
7/15/2013 10:00:00,0.010,0.010,,
7/15/2013 11:00:00,0.010,0.010,,
7/15/2013 12:00:00,0.010,0.010,,
7/15/2013 13:00:00,0.010,0.010,,
7/15/2013 14:00:00,0.010,0.010,,
7/15/2013 15:00:00,0.010,0.010,,
7/15/2013 16:00:00,0.010,0.010,,
7/15/2013 17:00:00,0.010,0.010,,
7/15/2013 18:00:00,0.010,0.010,,
7/15/2013 19:00:00,0.010,0.010,,
7/15/2013 20:00:00,0.010,0.010,,
7/15/2013 21:00:00,0.010,0.010,,
7/15/2013 22:00:00,0.020,0.020,,
7/15/2013 23:00:00,0.010,0.010,,
7/16/2013 00:00:00,0.020,0.020,,
7/16/2013 01:00:00,0.020,0.020,,
7/16/2013 02:00:00,0.020,0.020,,
7/16/2013 03:00:00,0.020,0.020,,
7/16/2013 04:00:00,0.020,0.020,,
7/16/2013 05:00:00,0.010,0.010,,
7/16/2013 06:00:00,0.010,0.010,,
7/16/2013 07:00:00,0.010,0.010,,
7/16/2013 08:00:00,0.010,0.010,,
7/16/2013 09:00:00,0.010,0.010,,
7/16/2013 10:00:00,0.010,0.010,,
7/16/2013 11:00:00,0.010,0.010,,
7/16/2013 12:00:00,0.010,0.010,,
7/16/2013 13:00:00,0.010,0.010,,
7/16/2013 14:00:00,0.010,0.010,,
7/16/2013 15:00:00,0.010,0.010,,
7/16/2013 16:00:00,0.010,0.010,,
7/16/2013 17:00:00,0.010,0.010,,
7/16/2013 18:00:00,0.010,0.010,,
7/16/2013 19:00:00,0.010,0.010,,
7/16/2013 20:00:00,0.010,0.010,,
7/16/2013 21:00:00,0.010,0.010,,
7/16/2013 22:00:00,0.010,0.010,,
7/16/2013 23:00:00,0.010,0.010,,
7/17/2013 00:00:00,0.020,0.020,,
7/17/2013 01:00:00,0.110,0.110,,
7/17/2013 02:00:00,0.020,0.020,,
7/17/2013 03:00:00,0.010,0.010,,
7/17/2013 04:00:00,0.020,0.020,,
7/17/2013 05:00:00,0.020,0.020,,
7/17/2013 06:00:00,0.020,0.020,,
7/17/2013 07:00:00,0.020,0.020,,
7/17/2013 08:00:00,0.020,0.020,,
7/17/2013 09:00:00,0.020,0.020,,
7/17/2013 10:00:00,0.010,0.010,,
7/17/2013 11:00:00,0.020,0.020,,
7/17/2013 12:00:00,0.020,0.020,,
7/17/2013 13:00:00,0.060,0.060,,
7/17/2013 14:00:00,0.070,0.070,,
7/17/2013 15:00:00,0.070,0.070,,
7/17/2013 16:00:00,0.030,0.030,,
7/17/2013 17:00:00,0.020,0.020,,
7/17/2013 18:00:00,0.020,0.020,,
7/17/2013 19:00:00,0.170,0.170,,
7/17/2013 20:00:00,0.340,0.340,,
7/17/2013 21:00:00,0.480,0.480,,
7/17/2013 22:00:00,0.640,0.640,,
7/17/2013 23:00:00,0.830,0.830,,
7/18/2013 00:00:00,0.250,0.250,,
7/18/2013 01:00:00,0.070,0.070,,
7/18/2013 02:00:00,0.050,0.050,,
7/18/2013 03:00:00,0.040,0.040,,
7/18/2013 04:00:00,0.140,0.140,,
7/18/2013 05:00:00,0.070,0.070,,
7/18/2013 06:00:00,0.070,0.070,,
7/18/2013 07:00:00,0.030,0.030,,
7/18/2013 08:00:00,0.030,0.030,,
7/18/2013 09:00:00,0.230,0.230,,
7/18/2013 10:00:00,0.440,0.440,,
7/18/2013 11:00:00,0.080,0.080,,
7/18/2013 12:00:00,0.020,0.020,,
7/18/2013 13:00:00,0.020,0.020,,
7/18/2013 14:00:00,0.020,0.020,,
7/18/2013 15:00:00,0.020,0.020,,
7/18/2013 16:00:00,0.020,0.020,,
7/18/2013 17:00:00,0.030,0.030,,
7/18/2013 18:00:00,0.230,0.230,,
7/18/2013 19:00:00,0.020,0.020,,
7/18/2013 20:00:00,0.090,0.090,,
7/18/2013 21:00:00,0.090,0.090,,
7/18/2013 22:00:00,0.410,0.410,,
7/18/2013 23:00:00,0.420,0.420,,
7/19/2013 00:00:00,0.430,0.430,,
7/19/2013 01:00:00,0.630,0.630,,
7/19/2013 02:00:00,0.910,0.910,,
7/19/2013 03:00:00,1.190,1.190,,
7/19/2013 04:00:00,1.280,1.280,,
7/19/2013 05:00:00,1.090,1.090,,
7/19/2013 06:00:00,0.970,0.970,,
7/19/2013 07:00:00,0.980,0.980,,
7/19/2013 08:00:00,0.930,0.930,,
7/19/2013 09:00:00,0.870,0.870,,
7/19/2013 10:00:00,0.650,0.650,,
7/19/2013 11:00:00,0.300,0.300,,
7/19/2013 12:00:00,0.030,0.030,,
7/19/2013 13:00:00,0.020,0.020,,
7/19/2013 14:00:00,0.020,0.020,,
7/19/2013 15:00:00,0.020,0.020,,
7/19/2013 16:00:00,0.020,0.020,,
7/19/2013 17:00:00,0.020,0.020,,
7/19/2013 18:00:00,0.030,0.030,,
7/19/2013 19:00:00,0.250,0.250,,
7/19/2013 20:00:00,0.010,0.010,,
7/19/2013 21:00:00,0.010,0.010,,
7/19/2013 22:00:00,0.160,0.160,,
7/19/2013 23:00:00,0.330,0.330,,
7/20/2013 00:00:00,0.010,0.010,,
7/20/2013 01:00:00,0.010,0.010,,
7/20/2013 02:00:00,0.190,0.190,,
7/20/2013 03:00:00,0.430,0.430,,
7/20/2013 04:00:00,0.200,0.200,,
7/20/2013 05:00:00,0.410,0.410,,
7/20/2013 06:00:00,0.650,0.650,,
7/20/2013 07:00:00,0.690,0.690,,
7/20/2013 08:00:00,0.970,0.970,,
7/20/2013 09:00:00,0.780,0.780,,
7/20/2013 10:00:00,0.900,0.900,,
7/20/2013 11:00:00,0.970,0.970,,
7/20/2013 12:00:00,0.540,0.540,,
7/20/2013 13:00:00,0.270,0.270,,
7/20/2013 14:00:00,0.030,0.030,,
7/20/2013 15:00:00,0.010,0.010,,
7/20/2013 16:00:00,0.010,0.010,,
7/20/2013 17:00:00,0.010,0.010,,
7/20/2013 18:00:00,0.010,0.010,,
7/20/2013 19:00:00,0.010,0.010,,
7/20/2013 20:00:00,0.010,0.010,,
7/20/2013 21:00:00,0.300,0.300,,
7/20/2013 22:00:00,0.310,0.310,,
7/20/2013 23:00:00,0.010,0.010,,
7/21/2013 00:00:00,0.010,0.010,,
7/21/2013 01:00:00,0.010,0.010,,
7/21/2013 02:00:00,0.070,0.070,,
7/21/2013 03:00:00,0.240,0.240,,
7/21/2013 04:00:00,0.010,0.010,,
7/21/2013 05:00:00,0.010,0.010,,
7/21/2013 06:00:00,0.200,0.200,,
7/21/2013 07:00:00,0.280,0.280,,
7/21/2013 08:00:00,0.630,0.630,,
7/21/2013 09:00:00,0.680,0.680,,
7/21/2013 10:00:00,0.490,0.490,,
7/21/2013 11:00:00,0.220,0.220,,
7/21/2013 12:00:00,0.010,0.010,,
7/21/2013 13:00:00,0.010,0.010,,
7/21/2013 14:00:00,0.010,0.010,,
7/21/2013 15:00:00,0.010,0.010,,
7/21/2013 16:00:00,0.010,0.010,,
7/21/2013 17:00:00,0.010,0.010,,
7/21/2013 18:00:00,0.010,0.010,,
7/21/2013 19:00:00,0.010,0.010,,
7/21/2013 20:00:00,0.010,0.010,,
7/21/2013 21:00:00,0.010,0.010,,
7/21/2013 22:00:00,0.010,0.010,,
7/21/2013 23:00:00,0.010,0.010,,
7/22/2013 00:00:00,0.010,0.010,,
7/22/2013 01:00:00,0.010,0.010,,
7/22/2013 02:00:00,0.010,0.010,,
7/22/2013 03:00:00,0.010,0.010,,
7/22/2013 04:00:00,0.010,0.010,,
7/22/2013 05:00:00,0.010,0.010,,
7/22/2013 06:00:00,0.050,0.050,,
7/22/2013 07:00:00,0.100,0.100,,
7/22/2013 08:00:00,0.010,0.010,,
7/22/2013 09:00:00,0.010,0.010,,
7/22/2013 10:00:00,0.010,0.010,,
7/22/2013 11:00:00,0.010,0.010,,
7/22/2013 12:00:00,0.010,0.010,,
7/22/2013 13:00:00,0.010,0.010,,
7/22/2013 14:00:00,0.010,0.010,,
7/22/2013 15:00:00,0.010,0.010,,
7/22/2013 16:00:00,0.010,0.010,,
7/22/2013 17:00:00,0.010,0.010,,
7/22/2013 18:00:00,0.010,0.010,,
7/22/2013 19:00:00,0.030,0.030,,
7/22/2013 20:00:00,0.110,0.110,,
7/22/2013 21:00:00,0.040,0.040,,
7/22/2013 22:00:00,0.070,0.070,,
7/22/2013 23:00:00,0.060,0.060,,
7/23/2013 00:00:00,0.240,0.240,,
7/23/2013 01:00:00,0.110,0.110,,
7/23/2013 02:00:00,0.010,0.010,,
7/23/2013 03:00:00,0.010,0.010,,
7/23/2013 04:00:00,0.010,0.010,,
7/23/2013 05:00:00,0.010,0.010,,
7/23/2013 06:00:00,0.010,0.010,,
7/23/2013 07:00:00,0.080,0.080,,
7/23/2013 08:00:00,0.100,0.100,,
7/23/2013 09:00:00,0.010,0.010,,
7/23/2013 10:00:00,0.130,0.130,,
7/23/2013 11:00:00,0.310,0.310,,
7/23/2013 12:00:00,0.040,0.040,,
7/23/2013 13:00:00,0.010,0.010,,
7/23/2013 14:00:00,0.010,0.010,,
7/23/2013 15:00:00,0.010,0.010,,
7/23/2013 16:00:00,0.010,0.010,,
7/23/2013 17:00:00,0.010,0.010,,
7/23/2013 18:00:00,0.010,0.010,,
7/23/2013 19:00:00,0.010,0.010,,
7/23/2013 20:00:00,0.040,0.040,,
7/23/2013 21:00:00,0.020,0.020,,
7/23/2013 22:00:00,0.250,0.250,,
7/23/2013 23:00:00,0.340,0.340,,
7/24/2013 00:00:00,0.710,0.710,,
7/24/2013 01:00:00,0.910,0.910,,
7/24/2013 02:00:00,0.810,0.810,,
7/24/2013 03:00:00,0.510,0.510,,
7/24/2013 04:00:00,1.010,1.010,,
7/24/2013 05:00:00,1.130,1.130,,
7/24/2013 06:00:00,1.180,1.180,,
7/24/2013 07:00:00,1.150,1.150,,
7/24/2013 08:00:00,1.000,1.000,,
7/24/2013 09:00:00,0.790,0.790,,
7/24/2013 10:00:00,0.640,0.640,,
7/24/2013 11:00:00,1.090,1.090,,
7/24/2013 12:00:00,0.970,0.970,,
7/24/2013 13:00:00,0.810,0.810,,
7/24/2013 14:00:00,0.730,0.730,,
7/24/2013 15:00:00,0.540,0.540,,
7/24/2013 16:00:00,0.410,0.410,,
7/24/2013 17:00:00,0.270,0.270,,
7/24/2013 18:00:00,0.310,0.310,,
7/24/2013 19:00:00,0.320,0.320,,
7/24/2013 20:00:00,0.210,0.210,,
7/24/2013 21:00:00,0.230,0.230,,
7/24/2013 22:00:00,0.130,0.130,,
7/24/2013 23:00:00,0.020,0.020,,
7/25/2013 00:00:00,0.010,0.010,,
7/25/2013 01:00:00,0.010,0.010,,
7/25/2013 02:00:00,0.010,0.010,,
7/25/2013 03:00:00,0.010,0.010,,
7/25/2013 04:00:00,0.010,0.010,,
7/25/2013 05:00:00,0.010,0.010,,
7/25/2013 06:00:00,0.010,0.010,,
7/25/2013 07:00:00,0.010,0.010,,
7/25/2013 08:00:00,0.010,0.010,,
7/25/2013 09:00:00,0.010,0.010,,
7/25/2013 10:00:00,0.010,0.010,,
7/25/2013 11:00:00,0.010,0.010,,
7/25/2013 12:00:00,0.010,0.010,,
7/25/2013 13:00:00,0.010,0.010,,
7/25/2013 14:00:00,0.010,0.010,,
7/25/2013 15:00:00,0.010,0.010,,
7/25/2013 16:00:00,0.010,0.010,,
7/25/2013 17:00:00,0.010,0.010,,
7/25/2013 18:00:00,0.010,0.010,,
7/25/2013 19:00:00,0.010,0.010,,
7/25/2013 20:00:00,0.010,0.010,,
7/25/2013 21:00:00,0.010,0.010,,
7/25/2013 22:00:00,0.010,0.010,,
7/25/2013 23:00:00,0.010,0.010,,
7/26/2013 00:00:00,0.020,0.020,,
7/26/2013 01:00:00,0.020,0.020,,
7/26/2013 02:00:00,0.020,0.020,,
7/26/2013 03:00:00,0.020,0.020,,
7/26/2013 04:00:00,0.020,0.020,,
7/26/2013 05:00:00,0.020,0.020,,
7/26/2013 06:00:00,0.020,0.020,,
7/26/2013 07:00:00,0.020,0.020,,
7/26/2013 08:00:00,0.020,0.020,,
7/26/2013 09:00:00,0.020,0.020,,
7/26/2013 10:00:00,0.020,0.020,,
7/26/2013 11:00:00,0.020,0.020,,
7/26/2013 12:00:00,0.020,0.020,,
7/26/2013 13:00:00,0.020,0.020,,
7/26/2013 14:00:00,0.020,0.020,,
7/26/2013 15:00:00,0.020,0.020,,
7/26/2013 16:00:00,0.020,0.020,,
7/26/2013 17:00:00,0.020,0.020,,
7/26/2013 18:00:00,0.020,0.020,,
7/26/2013 19:00:00,0.020,0.020,,
7/26/2013 20:00:00,0.020,0.020,,
7/26/2013 21:00:00,0.020,0.020,,
7/26/2013 22:00:00,0.020,0.020,,
7/26/2013 23:00:00,0.020,0.020,,
7/27/2013 00:00:00,0.020,0.020,,
7/27/2013 01:00:00,0.020,0.020,,
7/27/2013 02:00:00,0.020,0.020,,
7/27/2013 03:00:00,0.020,0.020,,
7/27/2013 04:00:00,0.020,0.020,,
7/27/2013 05:00:00,0.020,0.020,,
7/27/2013 06:00:00,0.020,0.020,,
7/27/2013 07:00:00,0.020,0.020,,
7/27/2013 08:00:00,0.020,0.020,,
7/27/2013 09:00:00,0.020,0.020,,
7/27/2013 10:00:00,0.020,0.020,,
7/27/2013 11:00:00,0.020,0.020,,
7/27/2013 12:00:00,0.010,0.010,,
7/27/2013 13:00:00,0.010,0.010,,
7/27/2013 14:00:00,0.010,0.010,,
7/27/2013 15:00:00,0.020,0.020,,
7/27/2013 16:00:00,0.020,0.020,,
7/27/2013 17:00:00,0.020,0.020,,
7/27/2013 18:00:00,0.020,0.020,,
7/27/2013 19:00:00,0.020,0.020,,
7/27/2013 20:00:00,0.020,0.020,,
7/27/2013 21:00:00,0.020,0.020,,
7/27/2013 22:00:00,0.020,0.020,,
7/27/2013 23:00:00,0.020,0.020,,
7/28/2013 00:00:00,0.010,0.010,,
7/28/2013 01:00:00,0.010,0.010,,
7/28/2013 02:00:00,0.010,0.010,,
7/28/2013 03:00:00,0.100,0.100,,
7/28/2013 04:00:00,0.160,0.160,,
7/28/2013 05:00:00,0.270,0.270,,
7/28/2013 06:00:00,0.300,0.300,,
7/28/2013 07:00:00,0.500,0.500,,
7/28/2013 08:00:00,0.570,0.570,,
7/28/2013 09:00:00,0.590,0.590,,
7/28/2013 10:00:00,0.480,0.480,,
7/28/2013 11:00:00,0.730,0.730,,
7/28/2013 12:00:00,0.820,0.820,,
7/28/2013 13:00:00,0.660,0.660,,
7/28/2013 14:00:00,0.280,0.280,,
7/28/2013 15:00:00,0.350,0.350,,
7/28/2013 16:00:00,0.450,0.450,,
7/28/2013 17:00:00,0.410,0.410,,
7/28/2013 18:00:00,0.590,0.590,,
7/28/2013 19:00:00,0.650,0.650,,
7/28/2013 20:00:00,0.580,0.580,,
7/28/2013 21:00:00,0.670,0.670,,
7/28/2013 22:00:00,0.550,0.550,,
7/28/2013 23:00:00,0.560,0.560,,
7/29/2013 00:00:00,0.740,0.740,,
7/29/2013 01:00:00,0.550,0.550,,
7/29/2013 02:00:00,0.170,0.170,,
7/29/2013 03:00:00,0.030,0.030,,
7/29/2013 04:00:00,0.020,0.020,,
7/29/2013 05:00:00,0.010,0.010,,
7/29/2013 06:00:00,0.010,0.010,,
7/29/2013 07:00:00,0.010,0.010,,
7/29/2013 08:00:00,0.010,0.010,,
7/29/2013 09:00:00,0.010,0.010,,
7/29/2013 10:00:00,0.010,0.010,,
7/29/2013 11:00:00,0.010,0.010,,
7/29/2013 12:00:00,0.010,0.010,,
7/29/2013 13:00:00,0.010,0.010,,
7/29/2013 14:00:00,0.010,0.010,,
7/29/2013 15:00:00,0.010,0.010,,
7/29/2013 16:00:00,0.010,0.010,,
7/29/2013 17:00:00,0.010,0.010,,
7/29/2013 18:00:00,0.010,0.010,,
7/29/2013 19:00:00,0.010,0.010,,
7/29/2013 20:00:00,0.010,0.010,,
7/29/2013 21:00:00,0.050,0.050,,
7/29/2013 22:00:00,0.050,0.050,,
7/29/2013 23:00:00,0.280,0.280,,
7/30/2013 00:00:00,0.550,0.550,,
7/30/2013 01:00:00,0.640,0.640,,
7/30/2013 02:00:00,0.730,0.730,,
7/30/2013 03:00:00,0.710,0.710,,
7/30/2013 04:00:00,0.570,0.570,,
7/30/2013 05:00:00,0.730,0.730,,
7/30/2013 06:00:00,0.500,0.500,,
7/30/2013 07:00:00,0.150,0.150,,
7/30/2013 08:00:00,0.380,0.380,,
7/30/2013 09:00:00,0.140,0.140,,
7/30/2013 10:00:00,0.060,0.060,,
7/30/2013 11:00:00,0.010,0.010,,
7/30/2013 12:00:00,0.010,0.010,,
7/30/2013 13:00:00,0.010,0.010,,
7/30/2013 14:00:00,0.010,0.010,,
7/30/2013 15:00:00,0.010,0.010,,
7/30/2013 16:00:00,0.010,0.010,,
7/30/2013 17:00:00,0.010,0.010,,
7/30/2013 18:00:00,0.010,0.010,,
7/30/2013 19:00:00,0.030,0.030,,
7/30/2013 20:00:00,0.310,0.310,,
7/30/2013 21:00:00,0.430,0.430,,
7/30/2013 22:00:00,0.550,0.550,,
7/30/2013 23:00:00,0.710,0.710,,
7/31/2013 00:00:00,0.850,0.850,,
7/31/2013 01:00:00,0.660,0.660,,
7/31/2013 02:00:00,0.580,0.580,,
7/31/2013 03:00:00,0.460,0.460,,
7/31/2013 04:00:00,0.490,0.490,,
7/31/2013 05:00:00,0.990,0.990,,
7/31/2013 06:00:00,1.030,1.030,,
7/31/2013 07:00:00,0.050,0.050,,
7/31/2013 08:00:00,0.080,0.080,,
7/31/2013 09:00:00,0.020,0.020,,
7/31/2013 10:00:00,0.010,0.010,,
7/31/2013 11:00:00,0.010,0.010,,
7/31/2013 12:00:00,0.010,0.010,,
7/31/2013 13:00:00,0.010,0.010,,
7/31/2013 14:00:00,0.010,0.010,,
7/31/2013 15:00:00,0.010,0.010,,
7/31/2013 16:00:00,0.010,0.010,,
7/31/2013 17:00:00,0.010,0.010,,
7/31/2013 18:00:00,0.010,0.010,,
7/31/2013 19:00:00,0.010,0.010,,
7/31/2013 20:00:00,0.010,0.010,,
7/31/2013 21:00:00,0.010,0.010,,
7/31/2013 22:00:00,0.010,0.010,,
7/31/2013 23:00:00,0.010,0.010,,
8/1/2013 00:00:00,0.010,0.010,,
8/1/2013 01:00:00,0.010,0.010,,
8/1/2013 02:00:00,0.010,0.010,,
8/1/2013 03:00:00,0.020,0.020,,
8/1/2013 04:00:00,0.020,0.020,,
8/1/2013 05:00:00,0.010,0.010,,
8/1/2013 06:00:00,0.080,0.080,,
8/1/2013 07:00:00,0.280,0.280,,
8/1/2013 08:00:00,0.130,0.130,,
8/1/2013 09:00:00,0.210,0.210,,
8/1/2013 10:00:00,0.040,0.040,,
8/1/2013 11:00:00,0.010,0.010,,
8/1/2013 12:00:00,0.010,0.010,,
8/1/2013 13:00:00,0.380,0.380,,
8/1/2013 14:00:00,0.630,0.630,,
8/1/2013 15:00:00,0.630,0.630,,
8/1/2013 16:00:00,0.540,0.540,,
8/1/2013 17:00:00,0.450,0.450,,
8/1/2013 18:00:00,0.470,0.470,,
8/1/2013 19:00:00,0.550,0.550,,
8/1/2013 20:00:00,0.300,0.300,,
8/1/2013 21:00:00,0.530,0.530,,
8/1/2013 22:00:00,0.630,0.630,,
8/1/2013 23:00:00,0.430,0.430,,
8/2/2013 00:00:00,0.610,0.610,,
8/2/2013 01:00:00,0.910,0.910,,
8/2/2013 02:00:00,0.790,0.790,,
8/2/2013 03:00:00,0.960,0.960,,
8/2/2013 04:00:00,0.670,0.670,,
8/2/2013 05:00:00,0.680,0.680,,
8/2/2013 06:00:00,0.720,0.720,,
8/2/2013 07:00:00,0.400,0.400,,
8/2/2013 08:00:00,0.300,0.300,,
8/2/2013 09:00:00,0.070,0.070,,
8/2/2013 10:00:00,0.020,0.020,,
8/2/2013 11:00:00,0.010,0.010,,
8/2/2013 12:00:00,0.010,0.010,,
8/2/2013 13:00:00,0.010,0.010,,
8/2/2013 14:00:00,0.010,0.010,,
8/2/2013 15:00:00,0.010,0.010,,
8/2/2013 16:00:00,0.010,0.010,,
8/2/2013 17:00:00,0.010,0.010,,
8/2/2013 18:00:00,0.010,0.010,,
8/2/2013 19:00:00,0.010,0.010,,
8/2/2013 20:00:00,0.010,0.010,,
8/2/2013 21:00:00,0.010,0.010,,
8/2/2013 22:00:00,0.190,0.190,,
8/2/2013 23:00:00,0.420,0.420,,
8/3/2013 00:00:00,0.640,0.640,,
8/3/2013 01:00:00,0.620,0.620,,
8/3/2013 02:00:00,0.360,0.360,,
8/3/2013 03:00:00,0.520,0.520,,
8/3/2013 04:00:00,0.550,0.550,,
8/3/2013 05:00:00,0.390,0.390,,
8/3/2013 06:00:00,0.650,0.650,,
8/3/2013 07:00:00,0.700,0.700,,
8/3/2013 08:00:00,0.850,0.850,,
8/3/2013 09:00:00,0.540,0.540,,
8/3/2013 10:00:00,0.300,0.300,,
8/3/2013 11:00:00,0.120,0.120,,
8/3/2013 12:00:00,0.110,0.110,,
8/3/2013 13:00:00,0.010,0.010,,
8/3/2013 14:00:00,0.010,0.010,,
8/3/2013 15:00:00,0.010,0.010,,
8/3/2013 16:00:00,0.060,0.060,,
8/3/2013 17:00:00,0.020,0.020,,
8/3/2013 18:00:00,0.080,0.080,,
8/3/2013 19:00:00,0.350,0.350,,
8/3/2013 20:00:00,0.570,0.570,,
8/3/2013 21:00:00,0.790,0.790,,
8/3/2013 22:00:00,0.850,0.850,,
8/3/2013 23:00:00,0.480,0.480,,
8/4/2013 00:00:00,0.320,0.320,,
8/4/2013 01:00:00,0.480,0.480,,
8/4/2013 02:00:00,0.650,0.650,,
8/4/2013 03:00:00,0.600,0.600,,
8/4/2013 04:00:00,0.810,0.810,,
8/4/2013 05:00:00,0.920,0.920,,
8/4/2013 06:00:00,0.910,0.910,,
8/4/2013 07:00:00,0.950,0.950,,
8/4/2013 08:00:00,1.000,1.000,,
8/4/2013 09:00:00,0.840,0.840,,
8/4/2013 10:00:00,0.490,0.490,,
8/4/2013 11:00:00,0.360,0.360,,
8/4/2013 12:00:00,0.260,0.260,,
8/4/2013 13:00:00,0.190,0.190,,
8/4/2013 14:00:00,0.100,0.100,,
8/4/2013 15:00:00,0.030,0.030,,
8/4/2013 16:00:00,0.010,0.010,,
8/4/2013 17:00:00,0.210,0.210,,
8/4/2013 18:00:00,0.490,0.490,,
8/4/2013 19:00:00,0.600,0.600,,
8/4/2013 20:00:00,0.890,0.890,,
8/4/2013 21:00:00,0.880,0.880,,
8/4/2013 22:00:00,0.950,0.950,,
8/4/2013 23:00:00,0.910,0.910,,
8/5/2013 00:00:00,0.630,0.630,,
8/5/2013 01:00:00,0.420,0.420,,
8/5/2013 02:00:00,0.140,0.140,,
8/5/2013 03:00:00,0.070,0.070,,
8/5/2013 04:00:00,0.170,0.170,,
8/5/2013 05:00:00,0.480,0.480,,
8/5/2013 06:00:00,0.750,0.750,,
8/5/2013 07:00:00,0.720,0.720,,
8/5/2013 08:00:00,0.350,0.350,,
8/5/2013 09:00:00,0.020,0.020,,
8/5/2013 10:00:00,0.010,0.010,,
8/5/2013 11:00:00,0.010,0.010,,
8/5/2013 12:00:00,0.010,0.010,,
8/5/2013 13:00:00,0.010,0.010,,
8/5/2013 14:00:00,0.010,0.010,,
8/5/2013 15:00:00,0.010,0.010,,
8/5/2013 16:00:00,0.010,0.010,,
8/5/2013 17:00:00,0.010,0.010,,
8/5/2013 18:00:00,0.010,0.010,,
8/5/2013 19:00:00,0.010,0.010,,
8/5/2013 20:00:00,0.010,0.010,,
8/5/2013 21:00:00,0.010,0.010,,
8/5/2013 22:00:00,0.010,0.010,,
8/5/2013 23:00:00,0.010,0.010,,
8/6/2013 00:00:00,0.010,0.010,,
8/6/2013 01:00:00,0.010,0.010,,
8/6/2013 02:00:00,0.010,0.010,,
8/6/2013 03:00:00,0.010,0.010,,
8/6/2013 04:00:00,0.010,0.010,,
8/6/2013 05:00:00,0.010,0.010,,
8/6/2013 06:00:00,0.010,0.010,,
8/6/2013 07:00:00,0.010,0.010,,
8/6/2013 08:00:00,0.010,0.010,,
8/6/2013 09:00:00,0.010,0.010,,
8/6/2013 10:00:00,0.010,0.010,,
8/6/2013 11:00:00,0.010,0.010,,
8/6/2013 12:00:00,0.010,0.010,,
8/6/2013 13:00:00,0.010,0.010,,
8/6/2013 14:00:00,0.010,0.010,,
8/6/2013 15:00:00,0.010,0.010,,
8/6/2013 16:00:00,0.010,0.010,,
8/6/2013 17:00:00,0.010,0.010,,
8/6/2013 18:00:00,0.010,0.010,,
8/6/2013 19:00:00,0.010,0.010,,
8/6/2013 20:00:00,0.010,0.010,,
8/6/2013 21:00:00,0.010,0.010,,
8/6/2013 22:00:00,0.010,0.010,,
8/6/2013 23:00:00,0.010,0.010,,
8/7/2013 00:00:00,0.010,0.010,,
8/7/2013 01:00:00,0.010,0.010,,
8/7/2013 02:00:00,0.010,0.010,,
8/7/2013 03:00:00,0.010,0.010,,
8/7/2013 04:00:00,0.010,0.010,,
8/7/2013 05:00:00,0.010,0.010,,
8/7/2013 06:00:00,0.010,0.010,,
8/7/2013 07:00:00,0.010,0.010,,
8/7/2013 08:00:00,0.010,0.010,,
8/7/2013 09:00:00,0.010,0.010,,
8/7/2013 10:00:00,0.010,0.010,,
8/7/2013 11:00:00,0.010,0.010,,
8/7/2013 12:00:00,0.010,0.010,,
8/7/2013 13:00:00,0.010,0.010,,
8/7/2013 14:00:00,0.010,0.010,,
8/7/2013 15:00:00,0.010,0.010,,
8/7/2013 16:00:00,0.010,0.010,,
8/7/2013 17:00:00,0.020,0.020,,
8/7/2013 18:00:00,0.280,0.280,,
8/7/2013 19:00:00,0.730,0.730,,
8/7/2013 20:00:00,0.940,0.940,,
8/7/2013 21:00:00,0.970,0.970,,
8/7/2013 22:00:00,1.010,1.010,,
8/7/2013 23:00:00,1.010,1.010,,
8/8/2013 00:00:00,0.990,0.990,,
8/8/2013 01:00:00,0.960,0.960,,
8/8/2013 02:00:00,1.020,1.020,,
8/8/2013 03:00:00,0.970,0.970,,
8/8/2013 04:00:00,0.940,0.940,,
8/8/2013 05:00:00,0.970,0.970,,
8/8/2013 06:00:00,1.090,1.090,,
8/8/2013 07:00:00,1.100,1.100,,
8/8/2013 08:00:00,0.840,0.840,,
8/8/2013 09:00:00,0.830,0.830,,
8/8/2013 10:00:00,0.750,0.750,,
8/8/2013 11:00:00,0.140,0.140,,
8/8/2013 12:00:00,0.020,0.020,,
8/8/2013 13:00:00,0.050,0.050,,
8/8/2013 14:00:00,0.010,0.010,,
8/8/2013 15:00:00,0.010,0.010,,
8/8/2013 16:00:00,0.010,0.010,,
8/8/2013 17:00:00,0.010,0.010,,
8/8/2013 18:00:00,0.120,0.120,,
